Freq(MHz),Loss
15222.5,-8.30
15234.6875,-8.20
15246.875,-8.20
15259.0625,-8.16
15271.25,-8.18
15283.4375,-8.18
15295.625,-8.21
15307.8125,-8.24
15320,-8.26
15332.1875,-8.30
15344.375,-8.35
15356.5625,-8.40
15368.75,-8.35
15380.9375,-8.43
15393.125,-8.42
15405.3125,-8.46
15417.5,-8.48
15429.6875,-8.39
15441.875,-8.35
15454.0625,-8.29
15466.25,-8.28
15478.4375,-8.29
15490.625,-8.37
15502.8125,-8.41
15515,-8.49
15527.1875,-8.57
15539.375,-8.63
15551.5625,-8.69
15563.75,-8.72
15575.9375,-8.85
15588.125,-8.94
15600.3125,-9.09
15612.5,-9.12
15624.6875,-9.07
15636.875,-9.01
15649.0625,-8.99
15661.25,-8.98
15673.4375,-8.96
15685.625,-8.97
15697.8125,-8.92
15710,-8.82
15722.1875,-8.79
15734.375,-8.80
15746.5625,-8.80
15758.75,-8.86
15770.9375,-8.87
15783.125,-8.91
15795.3125,-8.98
15807.5,-9.11
15819.6875,-9.18
15831.875,-9.17
15844.0625,-9.14
15856.25,-9.11
15868.4375,-9.08
15880.625,-9.14
15892.8125,-9.14
15905,-9.17
15917.1875,-9.11
15929.375,-9.04
15941.5625,-9.01
15953.75,-9.01
15965.9375,-9.06
15978.125,-9.02
15990.3125,-9.04
16002.5,-9.01
16014.6875,-9.02
16026.875,-9.12
16039.0625,-9.13
16051.25,-9.10
16063.4375,-9.17
16075.625,-9.16
16087.8125,-9.23
16100,-9.25
16112.1875,-9.27
16124.375,-9.26
16136.5625,-9.26
16148.75,-9.27
16160.9375,-9.29
16173.125,-9.27
16185.3125,-9.28
16197.5,-9.24
16209.6875,-9.29
16221.875,-9.34
16234.0625,-9.36
16246.25,-9.34
16258.4375,-9.39
16270.625,-9.43
16282.8125,-9.51
16295,-9.61
16307.1875,-9.71
16319.375,-9.73
16331.5625,-9.72
16343.75,-9.77
16355.9375,-9.83
16368.125,-9.91
16380.3125,-9.91
16392.5,-9.86
16404.6875,-9.75
16416.875,-9.72
16429.0625,-9.65
16441.25,-9.63
16453.4375,-9.61
16465.625,-9.60
16477.8125,-9.55
16490,-9.59
16502.1875,-9.65
16514.375,-9.78
16526.5625,-9.86
16538.75,-9.93
16550.9375,-10.02
16563.125,-10.09
16575.3125,-10.22
16587.5,-10.27
16599.6875,-10.28
16611.875,-10.27
16624.0625,-10.29
16636.25,-10.32
16648.4375,-10.29
16660.625,-10.30
16672.8125,-10.26
16685,-10.20
16697.1875,-10.18
16709.375,-10.19
16721.5625,-10.31
16733.75,-10.37
16745.9375,-10.44
16758.125,-10.53
16770.3125,-10.53
16782.5,-10.56
16794.6875,-10.57
16806.875,-10.53
16819.0625,-10.52
16831.25,-10.46
16843.4375,-10.42
16855.625,-10.26
16867.8125,-10.18
16880,-10.10
16892.1875,-10.08
16904.375,-10.11
16916.5625,-10.12
