Freq(MHz),Loss
500,0.5
800,0.5
900,0.6
1000,0.6
1100,0.6
1500,0.7
1600,0.8
1800,0.8
2000,0.9
2100,0.9
2200,0.9
2300,1
2500,1
3000,1
3300,1.1
3800,1.1
4200,1.2
4400,1.2
5000,1.3
5200,1.3
5500,1.4
6000,1.5
