Freq(MHz),Loss
5728.4375,-80.07
5740.625,-90.47
5752.8125,-80.81
5765,-97.36
5777.1875,-83.28
5789.375,-93.26
5801.5625,-90.3
5813.75,-94.42
5825.9375,-94.6
5838.125,-84.77
5850.3125,-86.99
5862.5,-82.75
5874.6875,-85.29
5886.875,-79.32
5899.0625,-75.67
5911.25,-80.86
5923.4375,-83.7
5935.625,-78.72
5947.8125,-74.62
5960,-72.86
5972.1875,-74.61
5984.375,-73.71
5996.5625,-68.06
6008.75,-67.86
6020.9375,-64.42
6033.125,-63.16
6045.3125,-61.21
6057.5,-58.78
6069.6875,-56.74
6081.875,-53.74
6094.0625,-52
6106.25,-50.05
6118.4375,-48.36
6130.625,-46.84
6142.8125,-45.74
6155,-44.03
6167.1875,-42.44
6179.375,-40.46
6191.5625,-38.21
6203.75,-35.56
6215.9375,-32.82
6228.125,-29.89
6240.3125,-26.96
6252.5,-24.11
6264.6875,-21.6
6276.875,-19.51
6289.0625,-17.84
6301.25,-16.48
6313.4375,-15.45
6325.625,-14.72
6337.8125,-14.32
6350,-14.2
6362.1875,-14.24
6374.375,-14.24
6386.5625,-14.01
6398.75,-13.65
6410.9375,-13.29
6423.125,-13.02
6435.3125,-12.83
6447.5,-12.72
6459.6875,-12.72
6471.875,-12.77
6484.0625,-12.81
6496.25,-12.76
6508.4375,-12.66
6520.625,-12.59
6532.8125,-12.56
6545,-12.51
6557.1875,-12.44
6569.375,-12.43
6581.5625,-12.47
6593.75,-12.52
6605.9375,-12.51
6618.125,-12.44
6630.3125,-12.36
6642.5,-12.31
6654.6875,-12.29
6666.875,-12.26
6679.0625,-12.2
6691.25,-12.18
6703.4375,-12.22
6715.625,-12.28
6727.8125,-12.3
6740,-12.23
6752.1875,-12.14
6764.375,-12.08
6776.5625,-12.05
6788.75,-12.02
6800.9375,-11.97
6813.125,-11.97
6825.3125,-12.03
6837.5,-12.11
6849.6875,-12.17
6861.875,-12.2
6874.0625,-12.25
6886.25,-12.34
6898.4375,-12.44
6910.625,-12.44
6922.8125,-12.34
6935,-12.19
6947.1875,-12.06
6959.375,-11.99
6971.5625,-11.96
6983.75,-11.91
6995.9375,-11.87
7008.125,-11.89
7020.3125,-11.96
