Freq(MHz),Loss
500,12.7
800,12.9
900,13
1000,12.8
1100,12.8
1400,13.2
1500,13.3
1600,13.3
1700,13.3
1800,13.4
2000,13.5
2100,13.5
2200,13.5
2300,13.6
2500,13.6
3000,13.7
3300,13.8
3500,13.8
3800,13.9
3900,13.9
4000,14
4200,14.1
4400,14.2
5000,14.5
5200,14.5
5500,14.6
6000,15.3
